mssv,dtb_toankhoa,dtb_tichluy,sotc_tichluy
54EF4CB2XPvAibaEXe+AmvzHTDc+b/TIzAVgUGXN,8.24,8.24,24
CC824C78XPvAibaEXe+AmvzHTDc+b1JUJRofi29e,7.82,7.82,24
5B1EA8C0XPvAibaEXe8EoEN8tkksyVyYYMUf6jOV,0,0,0
E680F2A1XPvAibaEXe8EoEN8tkksySqLvoRubPd3,8.15,8.15,24
04D88553XPvAibaEXe8EoEN8tkksyX1oqJUl48N1,7.48,7.48,24
1D51C6E3XPvAibaEXe+AmvzHTDc+b9grBvvLf6EE,8.56,8.56,24
9C6000AAXPvAibaEXe/vGZ1xWLvpK/jnoK58V6vZ,7.84,7.84,24
4A7B8A4FXPvAibaEXe8EoEN8tkksyeIVJ31zhbN0,8.4,8.4,24
BC652119XPvAibaEXe+AmvzHTDc+b21IQEdKLFj1,8.08,8.08,24
0187B0F3XPvAibaEXe/vGZ1xWLvpK/uzWZb2e41X,9.24,9.24,24
FB71EB6EXPvAibaEXe/vGZ1xWLvpKyTcfsBTb/tf,8.23,8.23,24
39B39397XPvAibaEXe/vGZ1xWLvpK7wMZlgBlCBs,9.37,9.37,24
A72739E3XPvAibaEXe/vGZ1xWLvpK3LN8x0uj7sF,8.56,8.56,24
A92092D6XPvAibaEXe8EoEN8tkksyQISFmpr871U,0,0,0
BB70B0CDXPvAibaEXe+Vkl3c6kHD5MoPs3oDKIVC,8.91,8.91,24
04999C75XPvAibaEXe8GsP3JAon4v+nvzV/VmQos,6.88,7.31,26
E0CB8ECBXPvAibaEXe8GsP3JAon4v0kXD3aU+aaZ,6.7,7.07,26
6D642C65XPvAibaEXe8GsP3JAon4v/b+jJjS4zoC,6.85,6.85,30
DC1507FAXPvAibaEXe8GsP3JAon4vy3Ofszq4+af,6.07,6.63,22
E1AB21AEXPvAibaEXe+xfOnwfIRiG/Li9vl90HB/,7.48,7.48,30
A5BB05DBXPvAibaEXe+xfOnwfIRiGz9Rjmtqp8lK,5.12,6.86,18
D0DD238FXPvAibaEXe+xfOnwfIRiG/wqzs3vd/gR,7.03,7.03,30
9519FED3XPvAibaEXe+xfOnwfIRiG5IBSudN0bt5,5.73,6.59,30
B2F22AB4XPvAibaEXe8GsP3JAon4vwtYq1KG8jEf,6.95,6.95,30
6DFD5F42XPvAibaEXe+xfOnwfIRiGwdsZ8/QeWU+,6.65,6.65,30
F58BA521XPvAibaEXe+xfOnwfIRiGzZgg1m5+eWG,3.16,7.48,8
B744CB8BXPvAibaEXe8GsP3JAon4v4mw/NUNoY6F,7.65,7.65,30
29A3861CXPvAibaEXe+xfOnwfIRiG4qfgAMFiprj,7.27,7.27,30
5FC7D104XPvAibaEXe+xfOnwfIRiGxPs/A2hBgV3,6.9,6.9,30
94AF76EEXPvAibaEXe+xfOnwfIRiG1HB1lTlorKh,8.37,8.37,30
01E3E064XPvAibaEXe9TiGIvRgTlW7dNdrpPnNWF,7.15,7.89,16
7094BD57XPvAibaEXe9TiGIvRgTlW3Yfrr+Vb7jH,7.71,7.71,18
CC9BE040XPvAibaEXe9TiGIvRgTlWzqkMHy5rwCo,6.37,6.68,26
525A5FE0XPvAibaEXe9TiGIvRgTlWyyd0Ukz/GYN,6.06,7.25,24
746E14B4XPvAibaEXe9TiGIvRgTlW1mVVKvp6qR3,8.61,8.61,28
B34BBA9AXPvAibaEXe9TiGIvRgTlW9RZU0NbmREQ,5.62,6.29,18
42C0E9CCXPvAibaEXe9TiGIvRgTlW3tMD1YSoSaJ,6.77,6.77,16
D9073C34XPvAibaEXe/ZZ3qiJbrQMKK6qGS4A3ul,8.73,8.73,8
E363218EXPvAibaEXe/ZZ3qiJbrQMMiCMUNP4QAV,8.68,8.68,8
514F6441XPvAibaEXe/2U189mpzGJeQLckzMZSpS,8.59,8.59,8
FE025EF2XPvAibaEXe8CGo5TJgW8fxDs+mivxUgs,7.6,7.6,8
F1AAF238XPvAibaEXe8CGo5TJgW8fxbDPUeD6sUk,8.55,8.55,8
8D6B7A2CXPvAibaEXe/ZZ3qiJbrQMNWH29ktap55,7.2,7.2,8
2F84E157XPvAibaEXe/ZZ3qiJbrQMBNrvY/6Jql0,7.19,7.19,8
AD798FE9XPvAibaEXe/2U189mpzGJejslbZhOiJ8,9.41,9.41,8
451EDE64XPvAibaEXe/2U189mpzGJWPGI8cxBr0u,8.05,8.05,8
37D57A41XPvAibaEXe/2U189mpzGJfmB7RKqCSVZ,0.98,7.8,1
E837F48FXPvAibaEXe/2U189mpzGJU58Lk7DYmXa,7.7,7.7,8
482A2EE6XPvAibaEXe/2U189mpzGJZGENlrhNtCr,8.23,8.23,8
0049FADEXPvAibaEXe8CGo5TJgW8f6CCqn1angwp,8.85,8.85,8
58B949D8XPvAibaEXe/2U189mpzGJbe0QKy5wdJS,6.35,6.35,8
4F204158XPvAibaEXe/ZZ3qiJbrQMN5UH1TH8cDh,6.28,6.28,8
D269EFC1XPvAibaEXe/2U189mpzGJZmCxATTjLB+,6.44,6.44,8
3DFBB999XPvAibaEXe8CGo5TJgW8f7fz9t4Rhd5f,6.61,6.61,8
AEEC6994XPvAibaEXe/ZZ3qiJbrQMJcUJGgLosxK,7.91,7.91,8
E772CC0DXPvAibaEXe8I6rLXriRl7ILJw5qlYkQe,7.83,7.83,192
9C378CF0XPvAibaEXe/y9ETRd22lmHv4Mi+YyGV2,9.33,9.33,192
AF6B65DBXPvAibaEXe88358A16ZEsw3KQNPsG5Oh,0.97,0,0
384FB2ABXPvAibaEXe8I6rLXriRl7JrrxtlsEeNB,4.7,5.95,128
9BEEDA71XPvAibaEXe88358A16ZEs+mcDmz53tN2,2.47,0,0
5FC17B6EXPvAibaEXe/y9ETRd22lmCp4UzFKPdsF,8.57,8.57,192
E499FABEXPvAibaEXe/y9ETRd22lmMq1kLSoTzYu,6.2,7.05,128
E6A8566EXPvAibaEXe8I6rLXriRl7CWf9dEyTqh6,7.97,7.97,192
A0A1A5BDXPvAibaEXe8I6rLXriRl7FDH0w4jF9s5,6.7,6.7,192
C77B8216XPvAibaEXe88358A16ZEs4VruxrWYZJQ,0,0,0
43FC085CXPvAibaEXe/y9ETRd22lmBG0AIFO6EnN,0,0,0
5C463DE5XPvAibaEXe8I6rLXriRl7NMcfrbgHfxF,0,0,0
94169606XPvAibaEXe8I6rLXriRl7E4Qleh6ZpyO,7.33,7.33,192
E361C01BXPvAibaEXe88358A16ZEs+Ozaineu4h8,8.13,8.13,192
042F706CXPvAibaEXe88358A16ZEs37EmNoN856A,0,0,0
73C1AFA4XPvAibaEXe/y9ETRd22lmC4w0b0E3NW2,0,0,0
CA0FE67EXPvAibaEXe/y9ETRd22lmHzPOfTtbH9H,7.2,7.2,192
22C4E5C2XPvAibaEXe/y9ETRd22lmEm3XkIR55mf,0,0,0
9D5A10C5XPvAibaEXe8CGo5TJgW8f6+WLn7relWM,8.8,8.8,8
85BF4F1BXPvAibaEXe8CGo5TJgW8f1lwn7syDN9k,7.43,7.43,8
D7D8F549XPvAibaEXe9WepWtjwjTBwTXOVLkbiEV,7.1,7.1,192
F72324AFXPvAibaEXe9WepWtjwjTB9+mnv0vUiEd,7.5,7.5,192
786B8835XPvAibaEXe9WepWtjwjTB7L2alSwaHMb,0,0,0
4FE67DA2XPvAibaEXe88358A16ZEs0KYPRADBB6c,0,0,0
C0C38D28XPvAibaEXe9WepWtjwjTByzGcGSMMAaZ,0,0,0
535A7353XPvAibaEXe9WepWtjwjTB4cc1qpNWEOG,0,0,0
5885E651XPvAibaEXe88358A16ZEsyFUlWbWW9mb,0,0,0
067B47C0XPvAibaEXe88358A16ZEsyrR+cnq14Di,0,0,0
BF1796CCXPvAibaEXe/NO5RmLraJ/0XmMOZD/PWh,0,0,0
F1291131XPvAibaEXe/NO5RmLraJ/wjLgYsmb5qM,0,0,0
4A816E43XPvAibaEXe/NO5RmLraJ/xgP+SBt2l4p,5.53,6.5,128
BE84B0B8XPvAibaEXe9TiGIvRgTlW0oPWfrAW4Nv,7.99,7.99,26
AD453F88XPvAibaEXe8LPxrujEz9HuJfMnQA5JzB,7.52,7.52,18
5A9AB5BAXPvAibaEXe9TiGIvRgTlW6s3MOzlrLwb,6.21,7.22,24
243B34F4XPvAibaEXe8LPxrujEz9HpontezaRLcH,7.11,7.11,22
EF752BC1XPvAibaEXe8LPxrujEz9Hrh0s097ktIT,7.03,7.03,28
781446B1XPvAibaEXe8LPxrujEz9Hs1xTTATW9++,7.05,7.05,17
48B155BBXPvAibaEXe8LPxrujEz9HgSiC4snTrHb,8.13,8.13,30
972514F9XPvAibaEXe+kERJkYCVZquHfC3pAs4dt,7.74,7.74,26
353D61DEXPvAibaEXe+kERJkYCVZqm9pK5EiqKBr,8.08,8.08,26
9054DB9CXPvAibaEXe+kERJkYCVZquGmyJL/QmiU,7.14,7.81,26
30191BD4XPvAibaEXe+kERJkYCVZqi3vFiQ+552w,6.64,6.64,26
0A29F2ECXPvAibaEXe+kERJkYCVZqs3LAHto3rwC,7.92,7.92,26
9A0E6332XPvAibaEXe+kERJkYCVZqsK6Albdi7Lg,9.21,9.21,26
B8DA3A1FXPvAibaEXe+kERJkYCVZqkYuVZDICsM5,5.06,6.75,8
2CEC8B06XPvAibaEXe+kERJkYCVZqgiV/4ov0416,7.08,7.08,28
B9FD581BXPvAibaEXe+4UdF7idt72I/YfOyU/NW/,4.68,6.42,21
B93FF48DXPvAibaEXe+4UdF7idt72H8LOPiuN6SL,7.6,7.6,28
1D553EB0XPvAibaEXe+4UdF7idt72Ju5CdNesrD3,5.57,5.57,30
86524DD6XPvAibaEXe+4UdF7idt72DudBRkhOWK5,7.54,7.54,22
A9B67422XPvAibaEXe+4UdF7idt72AWdeZ4ZjFEZ,6.5,8.46,19
14029FF2XPvAibaEXe+4UdF7idt72DMyRbJ/nBmz,6.51,6.93,24
7D044BEDXPvAibaEXe+4UdF7idt72EUF8pFpEjZm,7.81,7.81,30
990F4936XPvAibaEXe+4UdF7idt72D2UbcvOKM/y,7.84,7.84,17
46B9CA2DXPvAibaEXe+4UdF7idt72OPbQcotulUh,7.05,7.05,16
D60D0DBCXPvAibaEXe+4UdF7idt72MJFyulhAcLT,7.86,7.86,32
56F83BA9XPvAibaEXe8rk2w4FtVJNi+iHBmMdKl5,7.96,7.96,28
C6EED6C6XPvAibaEXe8rk2w4FtVJNm6VgSwMiGvU,6.94,7.49,20
370ABE78XPvAibaEXe8rk2w4FtVJNteVARDmMNoY,7.15,7.15,26
D3DE430EXPvAibaEXe8rk2w4FtVJNuduXeoCJ+Xx,8.06,8.06,26
86C7E9C4XPvAibaEXe8rk2w4FtVJNj9Jz+lfGEtm,8.02,8.02,30
CADC4D38XPvAibaEXe8rk2w4FtVJNsJd0BKZMWil,7.63,8.28,26
0ABB0D58XPvAibaEXe8rk2w4FtVJNgJOzFYJWQuC,7.11,7.76,18
FB636594XPvAibaEXe8rk2w4FtVJNshewXtqU/dr,7.29,7.29,22
30E3BE38XPvAibaEXe9N6c4SmCoWINVqtyjS5iYU,8.1,8.1,30
5BF2EDF7XPvAibaEXe9N6c4SmCoWIDBqu6UteuZn,8.71,8.71,26
551159C5XPvAibaEXe9N6c4SmCoWICBTYIbXkzb6,7.5,7.5,26
74F57E98XPvAibaEXe9N6c4SmCoWIGEm0nKPY0wA,7.41,7.41,18
0A9236B3XPvAibaEXe9N6c4SmCoWIFAbYpfs0azJ,6.87,6.87,26
D2DCE054XPvAibaEXe9N6c4SmCoWIAXcRgpOF4vY,9.31,9.31,17
B74AC5EDXPvAibaEXe9N6c4SmCoWID4uVD/6K+l7,8.14,8.66,26
9DF83CDFXPvAibaEXe9N6c4SmCoWIGuCgEWEifQA,8.3,8.3,30
4D50BABCXPvAibaEXe9N6c4SmCoWIP+NqfVd87V9,7.86,7.86,30
D6441ABBXPvAibaEXe8xyXxgsyDrVw2Elr1gHReQ,8.79,8.79,17
12B4A4CDXPvAibaEXe8xyXxgsyDrVxIbfTEnRpFK,8.68,8.68,32
676E21AEXPvAibaEXe8xyXxgsyDrV41kFgYSg8JF,8,8,30
BB52E2E3XPvAibaEXe8xyXxgsyDrVxwphpMvlr/5,7.52,7.52,22
67DEE78BXPvAibaEXe8xyXxgsyDrVyFQN0icWBoj,7.09,8.16,13
47A6270AXPvAibaEXe94igOHwzHdHdMkLzh4fRGm,7.24,7.24,30
BF96BAD9XPvAibaEXe8xyXxgsyDrV4Yo3TNa4Wlm,5.95,6.14,28
28248FF4XPvAibaEXe8xyXxgsyDrV3USS6lSwTmu,6.91,7.88,22
FAD6578EXPvAibaEXe8xyXxgsyDrVwtmFMN9bRO+,8.31,8.31,26
009F1E0CXPvAibaEXe94igOHwzHdHY2Fe/zgcpmL,6.26,6.26,22
CF4B772EXPvAibaEXe94igOHwzHdHWglpqn4XELo,6.77,6.77,30
BCE5CE46XPvAibaEXe94igOHwzHdHW4yPIe4Xd8y,6.7,7.54,22
4ABA540AXPvAibaEXe8HOQ2h2GyrOXbRLP9wfr1Q,5.98,6.63,24
B9BED0D0XPvAibaEXe94igOHwzHdHTum83LGswir,5.87,7.34,18
5E88D709XPvAibaEXe94igOHwzHdHdUSw0pkbY0s,7.83,7.83,30
25726071XPvAibaEXe94igOHwzHdHaE3PtkXgcIo,0,0,0
F50A1853XPvAibaEXe8HOQ2h2GyrOWjNSTjehomB,6.67,6.67,30
EA86970DXPvAibaEXe8HOQ2h2GyrOSoJCD69jbCp,5.34,7.16,19
544BA895XPvAibaEXe8HOQ2h2GyrOZud3T+5XsnY,6.63,7.05,12
93FA2883XPvAibaEXe8HOQ2h2GyrOWB37ctbgq8Y,8.17,8.17,14
A40C1670XPvAibaEXe8HOQ2h2GyrOXE4lfVxtmBb,6.55,7.86,18
AAB4AFD5XPvAibaEXe8HOQ2h2GyrOSRzNKy87oOr,8.77,8.77,30
22ECD5C6XPvAibaEXe8rk2w4FtVJNh8LXGwTaDZp,7.34,7.34,24
67FE1ACEXPvAibaEXe9N6c4SmCoWIBdLPeIjO5Fx,6,6.31,22
CB5AFA32XPvAibaEXe8xyXxgsyDrV1eUKRerS0/s,7.22,7.22,18
CC81A851XPvAibaEXe8xyXxgsyDrV9QLsJaB9RBN,7.28,7.28,24
0464C623XPvAibaEXe94igOHwzHdHXRO550upwX3,8.64,8.64,26
C70E5C16XPvAibaEXe94igOHwzHdHWFJcyxVmO0o,7.36,7.36,30
7DD53941XPvAibaEXe8LPxrujEz9HjRbj4CaPSqm,8.26,8.26,28
0332F8F8XPvAibaEXe8LPxrujEz9HidW6z+mlSuX,5.56,6.97,24
3D941ADDXPvAibaEXe8LPxrujEz9HtEQdKmvDiMU,7.77,7.77,18
ABB32A53XPvAibaEXe8LPxrujEz9HjHEIsCz+RYQ,8.42,8.42,17
13A1AA1FXPvAibaEXe+kERJkYCVZqt85N28nrAou,8.3,8.3,26
58BA358BXPvAibaEXe+kERJkYCVZqoBdepFJeZc6,7.97,7.97,30
34FBC0C4XPvAibaEXe8HOQ2h2GyrOdP3858lRv5O,8.66,8.66,14
5E180A15XPvAibaEXe+ciFM+SOt2qpg3irjtdJgJ,6.92,6.92,30
16E3883BXPvAibaEXe+ciFM+SOt2qvpgklEXdWta,6.8,7.54,26
C682E93AXPvAibaEXe+ciFM+SOt2qnH4Pq1YFxOK,7.51,7.51,28
1A91C167XPvAibaEXe+ciFM+SOt2qmWjCN4yRZSN,7.34,7.34,26
CE23E13FXPvAibaEXe/i2i83dSMSWZ9H7QKyjVjD,8.71,8.71,28
8D650054XPvAibaEXe8HOQ2h2GyrOfBcB9cVxJ8v,7.88,7.88,28
D1B03B1CXPvAibaEXe8HOQ2h2GyrOTyzWrLCp70Y,9.02,9.02,30
F31326E6XPvAibaEXe/i2i83dSMSWWRQ9s6sEObq,7.98,7.98,26
A95C2811XPvAibaEXe/i2i83dSMSWW+8HwBV8bLG,8.43,8.43,26
E7D55A83XPvAibaEXe+U7TM8g+ivYRBklzvtumwt,7.02,7.02,30
0FBFDB79XPvAibaEXe+U7TM8g+ivYSjh9KxqJVQx,8.37,8.37,26
05BA9CDCXPvAibaEXe+U7TM8g+ivYbbngk4nRmEc,7.59,7.59,26
50513D08XPvAibaEXe+U7TM8g+ivYYUBINcMKHGd,7.86,7.86,22
85F42344XPvAibaEXe+U7TM8g+ivYTFaVk0EfJk/,8.02,8.02,30
6544D3E2XPvAibaEXe+U7TM8g+ivYSF9wJayPKQq,6.91,7.6,26
4CED0517XPvAibaEXe+U7TM8g+ivYbEcgz1t49zF,8.17,8.17,26
F6C40C96XPvAibaEXe+U7TM8g+ivYTA6hSz+QXY/,8,8,30
6FB5C1A5XPvAibaEXe+U7TM8g+ivYWujfJLOkIoX,8.46,8.46,22
E611B129XPvAibaEXe+U7TM8g+ivYcH4K5V+VY3S,6.59,7.1,22
98A73B6AXPvAibaEXe+ciFM+SOt2qsUL+bbK6IGt,3.67,7.3,15
0E857666XPvAibaEXe+QqqPSXseLlRUBoPdyca8w,6.26,6.26,16
2B82E420XPvAibaEXe+QqqPSXseLlWXHPwIqxv5Z,6.4,6.7,28
20DA4414XPvAibaEXe+ciFM+SOt2qvadtGNI/q/S,6.73,6.99,28
D354FF02XPvAibaEXe+ciFM+SOt2qonI3mKQJZEY,6.91,6.91,26
CE5F2EFDXPvAibaEXe+ciFM+SOt2quMlvOReXObW,7.08,7.79,26
1EE105D9XPvAibaEXe+ciFM+SOt2qqKLAir2PIG/,8.72,8.72,17
6E54F0A1XPvAibaEXe+QqqPSXseLld/K70GqRv7m,7.14,7.14,22
A5B62D41XPvAibaEXe+QqqPSXseLlTFJTdFpT++N,8.74,8.74,30
0C363BF6XPvAibaEXe+QqqPSXseLlTPxc5zZPdOh,7.14,7.38,28
13CF555BXPvAibaEXe+QqqPSXseLlbZgKWAKuSXJ,6.76,6.76,26
2B87000CXPvAibaEXe+QqqPSXseLlTynmbmEuHBF,5.75,6.61,24
20BE915DXPvAibaEXe+QqqPSXseLlQsnsGrTQ1Di,7.74,7.74,26
41B76EAFXPvAibaEXe+QqqPSXseLlRWg6IW7+fEt,7.66,7.66,22
C1BEB838XPvAibaEXe+QqqPSXseLlVe13AjvC/U+,5.43,7.32,23
4E761360XPvAibaEXe94h5DSR+AH+5kW1n1oTfwb,7.48,7.48,26
9758E54EXPvAibaEXe94h5DSR+AH++hfLj+MU2XE,7.92,7.92,30
F6218493XPvAibaEXe94h5DSR+AH+0wQIZqBUUHl,8.76,8.76,24
B5BD018FXPvAibaEXe94h5DSR+AH+xPZqk3PHMq1,6.06,7.15,13
C9F514F9XPvAibaEXe94h5DSR+AH+5x4gJ0SDvrZ,6.76,6.76,30
1999ADA3XPvAibaEXe94h5DSR+AH+8kpXbo/JWpi,3.42,7.8,5
8DFCFCD7XPvAibaEXe94h5DSR+AH+/1MIWnl2SCP,6.88,6.88,17
958D6F91XPvAibaEXe94h5DSR+AH+zJTGfA9I580,4.53,6.94,19
B518746BXPvAibaEXe94h5DSR+AH+xgcR5hxRH3Z,8.09,8.09,32
BDE5D9C8XPvAibaEXe/i2i83dSMSWbXe/cp88xjg,8.18,8.18,30
5B69A3DBXPvAibaEXe/i2i83dSMSWUFih7CDo7Zi,8.99,8.99,26
18728739XPvAibaEXe94h5DSR+AH+3XUHUd7lvp6,7.87,7.87,30
85C395D1XPvAibaEXe/i2i83dSMSWaxEzddy4B6D,8.18,8.18,22
3C807676XPvAibaEXe/i2i83dSMSWeSOWhdvBH99,7.72,7.72,30
B000CB0AXPvAibaEXe/i2i83dSMSWaZUPdCIGHwu,8.49,8.49,17
F680B890XPvAibaEXe/i2i83dSMSWUbw5jfg27Ce,7.87,7.87,22
5CAD86B2XPvAibaEXe/i2i83dSMSWc+ar4zlHe2/,6.93,6.93,30
4DCD50C8XPvAibaEXe+H/2zWj1Zkzzu7g34EKWtV,8.05,8.05,26
73472223XPvAibaEXe+H/2zWj1ZkzznzTNKesgdn,4.76,6.2,23
70380868XPvAibaEXe+H/2zWj1Zkz+mlQQSNwZoZ,7.53,7.53,30
D3EE29A8XPvAibaEXe+H/2zWj1Zkz0/3CVk3B7Ss,6.99,6.99,22
D8ECFE89XPvAibaEXe+H/2zWj1Zkz7ta+tozGI3j,6.78,6.78,22
20497167XPvAibaEXe87VvpJWUzbdYj0K+BjLR4J,8.06,8.06,10
7695CDB3XPvAibaEXe87VvpJWUzbdS/jkAgQYsJh,7.67,7.67,18
F20E0910XPvAibaEXe87VvpJWUzbdRNh+4rhHQxP,5.59,7.53,9
E8DA97DEXPvAibaEXe87VvpJWUzbdTVKG5HsDvV2,8.49,8.49,22
987FDFDAXPvAibaEXe87VvpJWUzbdQws3IPcJnT3,5.39,6.41,13
EE6B90BDXPvAibaEXe87VvpJWUzbdZzBbOqE/v2Y,7.14,7.14,26
3FEBAA7EXPvAibaEXe87VvpJWUzbdQI828iXFHid,8.59,8.59,22
21459A29XPvAibaEXe87VvpJWUzbdSTyYXZxxlPw,6.83,6.83,18
D50653C4XPvAibaEXe87VvpJWUzbdTdxg7V6Abft,7.62,7.62,18
FA890509XPvAibaEXe87VvpJWUzbddBjgDsl0a4Z,7.65,7.65,26
21246B6AXPvAibaEXe+H/2zWj1Zkz2IOqE3cQYUj,7.29,7.29,26
87E180F3XPvAibaEXe9oqa4M26Kr4lg/nH98YAn0,5.94,6.49,26
9450FFAAXPvAibaEXe9oqa4M26Kr4pAGkyBvPsB+,8.28,8.28,18
B921E4EAXPvAibaEXe9oqa4M26Kr4nqUy+hj3WD5,6.94,7.79,26
45C218B3XPvAibaEXe9oqa4M26Kr4tZALM9nHybt,6.3,7.1,24
CFEC415EXPvAibaEXe9oqa4M26Kr4m8leT3rcVQS,1.22,0,8
602679B0XPvAibaEXe9oqa4M26Kr4hBZen4WEJmS,7.48,7.48,16
FD5D7437XPvAibaEXe9oqa4M26Kr4lgUu0+p2QZ2,7.67,7.67,32
30C268EDXPvAibaEXe+H/2zWj1Zkz55zwAqjaORJ,8.06,8.06,30
905B2D22XPvAibaEXe+H/2zWj1Zkz97E9ln37FnH,8.17,8.17,30
26A90022XPvAibaEXe+H/2zWj1Zkz6cAvDPPnnfa,6.92,7.15,24
EA02BC50XPvAibaEXe+H/2zWj1Zkz+RuIdD177WF,5.12,6.27,10
79EEFFDDXPvAibaEXe9oqa4M26Kr4sUCphbIHCQz,7.83,7.83,22
6B89FA8CXPvAibaEXe9oqa4M26Kr4gKhdkxz9GDb,6.06,6.47,24
F8877D73XPvAibaEXe9oqa4M26Kr4nu3HagTLKT3,6.46,6.81,28
76155746XPvAibaEXe9kybgr+3BpgMs1uNgoADWX,7.42,7.42,24
2FA2E1EFXPvAibaEXe9kybgr+3BpgMgyp1+qZD4c,7.04,7.04,26
D11C889CXPvAibaEXe9kybgr+3BpgGA8/M24Ae+G,7.77,7.77,30
2D58329CXPvAibaEXe9kybgr+3BpgHQ2LUMh33OK,7.67,7.67,26
7F9E44B0XPvAibaEXe9kybgr+3BpgEDFsezfTgCj,8.04,8.04,18
73C247E6XPvAibaEXe9kybgr+3BpgGxH6Ru2/sKf,6.64,7.06,14
90847D5AXPvAibaEXe9kybgr+3BpgFCC6DYCb+rF,6.15,6.68,22
B53CD112XPvAibaEXe9kybgr+3BpgIjsk9S/TlBY,7.17,7.49,28
DAFB89CDXPvAibaEXe9kybgr+3BpgDTr44kDeUsu,5.86,6.32,22
38AB1CEEXPvAibaEXe+bm6JbdOAYBSpsXiSx4uBg,9.11,9.11,26
2E6C3946XPvAibaEXe+81QPULVxrIO8dNtxsLbY7,7.58,7.58,17
AA65591FXPvAibaEXe+81QPULVxrICFZsTJL/pIq,5.67,6.14,26
54105D39XPvAibaEXe+UswxXBNJT7D1UMofMgVhq,7.42,7.42,30
3FCAFD55XPvAibaEXe+UswxXBNJT7HA3MNOsTF5x,7.02,7.02,10
526AD05EXPvAibaEXe+UswxXBNJT7Mm0az0QUBAa,9.23,9.23,16
3F78D128XPvAibaEXe9TCu1KOAAoOdMv9DLzQBVY,1.94,6,3
93C667AEXPvAibaEXe9E3DsowCq00k4A+Mqo3S4m,7.51,7.51,16
D7E8FD17XPvAibaEXe8qdDDDT8MR9EvhzlcuJQgY,7.38,7.38,17
751CF38DXPvAibaEXe9E3DsowCq00oE7ztKyxOxl,8.42,8.42,32
76D7B1CFXPvAibaEXe8qdDDDT8MR9AspR/dT3Mzv,5.26,5.36,24
7D66579DXPvAibaEXe/qZKhoIW7F1mB8LSIdk7oE,7,7.53,12
3F492251XPvAibaEXe+bm6JbdOAYBZ13OM5L3EmC,7.46,7.46,30
B6CAC71AXPvAibaEXe/qZKhoIW7F1n49w5w75F4i,7.6,7.6,22
09C3EA56XPvAibaEXe/qZKhoIW7F1op+uyvduobu,8.52,8.52,22
9D665E0DXPvAibaEXe/vJ4lnIq5UF7b8wP93ekXx,7.49,7.49,26
7A5E3C3BXPvAibaEXe/vJ4lnIq5UFyNFaRTkBCls,8.11,8.11,26
A8549FF8XPvAibaEXe/qZKhoIW7F1uNvHfjq2oVV,6.28,6.79,26
B851164AXPvAibaEXe/qZKhoIW7F1gdtbMzJm2dq,6.83,6.83,10
66B86ADEXPvAibaEXe/qZKhoIW7F1siwD4M/PDu7,6.83,6.83,28
0F2C0EDDXPvAibaEXe/qZKhoIW7F1sp9poPedtgR,5.24,6.84,20
2364184AXPvAibaEXe/qZKhoIW7F1hdoLalRdo+y,7.87,7.87,30
BEC54CF0XPvAibaEXe/qZKhoIW7F1rbPON7lHJUG,6.54,6.54,18
321E881EXPvAibaEXe/qZKhoIW7F1tPo+T0U/Dh3,6.01,6.61,26
3C4B7384XPvAibaEXe8Xr3ULxehOvn5YtkKbP6/T,8.19,8.19,22
8973E023XPvAibaEXe8Xr3ULxehOvrgmO55RDGLL,7.23,7.23,22
41C450D7XPvAibaEXe8Xr3ULxehOvtkXcSDMA2NU,6.52,6.77,16
696ABCD2XPvAibaEXe8Xr3ULxehOvihEhDpWkYV7,7.28,7.28,30
B8EA5A51XPvAibaEXe8Xr3ULxehOvh1WZ+HqwsG0,4.81,5.61,20
2B7B1400XPvAibaEXe8wi3NwxliF6zbyQzQCQLcC,7.78,7.78,28
5E85658EXPvAibaEXe8wi3NwxliF699atS4i/jSr,4.56,6.14,13
B3DAECC7XPvAibaEXe8wi3NwxliF61EDsoIPm1Ao,7.48,7.48,32
C4193556XPvAibaEXe8wi3NwxliF60nLMCYCmhDZ,7.56,7.83,27
BC8C3ECAXPvAibaEXe8wi3NwxliF692u/zso1JXz,5.74,5.93,16
6214EAACXPvAibaEXe8wi3NwxliF69XyCK49KJz0,6.02,7.41,10
0F08FB85XPvAibaEXe8wi3NwxliF63D0NDZSd1aS,5.41,5.65,12
0BD15F57XPvAibaEXe8wi3NwxliF64o8XtWfZA+S,5.83,6.48,13
E2C18B31XPvAibaEXe+FmCcjrTpCnnCNXKbzEli4,7.86,7.86,26
4E1E7C89XPvAibaEXe+FmCcjrTpCng2ZJkjNWwbi,7.14,7.14,10
12070AC3XPvAibaEXe+FmCcjrTpCnhr5txREFG8x,8.14,8.14,17
98F72E7DXPvAibaEXe+FmCcjrTpCnoVWHl0eMDxM,4.58,5.88,11
48C1D215XPvAibaEXe+FmCcjrTpCnvlvrWcAwGsA,6.61,6.61,26
9BFE3B5DXPvAibaEXe+FmCcjrTpCnvfyv+kOj3uT,8.34,8.34,26
385DFBDDXPvAibaEXe+FmCcjrTpCns8lb3JGNPqr,5.43,6.59,10
7173CAB9XPvAibaEXe+FmCcjrTpCnh0Ew0W3y7lQ,8.28,8.28,30
EFD924E9XPvAibaEXe+FmCcjrTpCnhzKdsrO7pcZ,7.01,7.01,26
BC8CB17DXPvAibaEXe+FmCcjrTpCnk8PowiQ92lx,6.88,6.88,30
