mssv,sotc_hk1,sotc_hk2,sotc_hk3,sotc_hk4,sotc_hk5,sotc_hk6,sotc_hk7,sotc_hk8,sotc_hk9,sotc_hk10,sotc_hk11,sotc_hk12,sotc_hk13,sotc_hk14,sotc_hk15,sotc_hk16,sotc_hk17,sotc_hk18,sotc_hk19,sotc_hk20,sotc_hk21,sotc_hk22
D2A7F527XPvAibaEXe/F2mtezx5YvTWKlrQwvFWY,17,,,,,,,,,,,,,,,,,,,,,
D2AA4CA8XPvAibaEXe8iJ6xNoa85bgxtjxtuSV48,14,19.0,4.0,23.0,17.0,16.0,,,,,,,,,,,,,,,,
D2AB244AXPvAibaEXe9g6r/97VInJjPBMCQmmjw4,19,23.0,16.0,20.0,23.0,18.0,10.0,,,,,,,,,,,,,,,
D2ADA9B5XPvAibaEXe+qEnAeqeItZRldZO3Bf5MZ,21,21.0,19.0,,,,,,,,,,,,,,,,,,,
D2B4A165XPvAibaEXe/K7hCdr6apMZ46nsnkOYJ6,18,,,,,,,,,,,,,,,,,,,,,
D2B86842XPvAibaEXe/IOsuN/I5gh1/n8BawSvPr,19,23.0,20.0,22.0,20.0,18.0,10.0,,,,,,,,,,,,,,,
D2B8F4A8XPvAibaEXe9KWpGOh3zHl12g4UC3Ar/I,19,15.0,24.0,24.0,15.0,12.0,3.0,23.0,17.0,4.0,11.0,11.0,4.0,,,,,,,,,
D2BF715CXPvAibaEXe+Ld9vP5I9+1hG6euR9NXd5,19,19.0,21.0,17.0,15.0,18.0,16.0,12.0,13.0,,,,,,,,,,,,,
D2C70515XPvAibaEXe/AdnwkoyhfDgUaiB/kDrKd,17,20.0,18.0,12.0,,,,,,,,,,,,,,,,,,
D2CE298EXPvAibaEXe/ymdOQ2mCWJC5igJsNDxB5,16,22.0,19.0,,,,,,,,,,,,,,,,,,,
D2DCE054XPvAibaEXe9N6c4SmCoWIAXcRgpOF4vY,17,,,,,,,,,,,,,,,,,,,,,
D2E4EEC8XPvAibaEXe9kJj6rlg7lVRYHaVYDFpb6,16,16.0,20.0,4.0,,,,,,,,,,,,,,,,,,
D2E55A2FXPvAibaEXe8Hg3TLdpkUkuwcUOAAivhy,16,15.0,16.0,18.0,13.0,,,,,,,,,,,,,,,,,
D2E846D5XPvAibaEXe/jZh6ZxmAv+kg5FdFYDPbu,16,18.0,18.0,19.0,16.0,14.0,13.0,6.0,,,,,,,,,,,,,,
D2EB1EB6XPvAibaEXe9Hp2TeoSwCGebpfL629QyM,13,18.0,23.0,24.0,20.0,23.0,21.0,14.0,,,,,,,,,,,,,,
D2EB2F8CXPvAibaEXe9TMBdu4IUydwog7HCMOJmC,19,17.0,24.0,17.0,17.0,19.0,18.0,13.0,,,,,,,,,,,,,,
D2F1D88DXPvAibaEXe8eBN4YWA8YU6KNcqfd2vcJ,21,17.0,21.0,12.0,23.0,21.0,24.0,22.0,3.0,,,,,,,,,,,,,
D2F3528AXPvAibaEXe+B4ljoCmCsuhk3Dzu5k6wH,22,16.0,20.0,,,,,,,,,,,,,,,,,,,
D2F3822FXPvAibaEXe/UqphXuwxfvCZjxWw96Hi9,17,21.0,23.0,18.0,21.0,16.0,11.0,,,,,,,,,,,,,,,
D2F8850AXPvAibaEXe/7NEQj7YafNPD/g2IdSIWD,19,22.0,16.0,20.0,18.0,14.0,17.0,,,,,,,,,,,,,,,
D3150F52XPvAibaEXe9rfoNrj7xdYAQ3P4xGN/rk,14,,,,,,,,,,,,,,,,,,,,,
D3165E6DXPvAibaEXe89uaQhuJG/N/GuTzYj9sSK,13,3.0,,,,,,,,,,,,,,,,,,,,
D31BC14AXPvAibaEXe/U5lSbganJ83cnCp9Z0gDq,19,24.0,7.0,22.0,22.0,14.0,22.0,17.0,14.0,10.0,0.0,,,,,,,,,,,
D33F2C2BXPvAibaEXe8OUmHa5DLhUYi4EUFJd7dH,7,10.0,8.0,18.0,19.0,2.0,22.0,,,,,,,,,,,,,,,
D348DF14XPvAibaEXe9mjVtuyMJi9Az4nuyo8uDn,13,15.0,26.0,28.0,16.0,24.0,21.0,4.0,,,,,,,,,,,,,,
D349E207XPvAibaEXe/aPLdUCtOgChkEtg7JE0Ca,20,21.0,21.0,16.0,25.0,19.0,,,,,,,,,,,,,,,,
D354FF02XPvAibaEXe+ciFM+SOt2qonI3mKQJZEY,14,,,,,,,,,,,,,,,,,,,,,
D356129EXPvAibaEXe9Hf/fJ8gF3WidXisaksKVX,17,17.0,23.0,16.0,23.0,15.0,8.0,,,,,,,,,,,,,,,
D35D268FXPvAibaEXe8uq5N5zyK1ZWJoL0u5/6HY,17,,,,,,,,,,,,,,,,,,,,,
D3602269XPvAibaEXe80gGmWuNekT3Wj11uigulq,22,19.0,3.0,25.0,20.0,7.0,25.0,26.0,4.0,30.0,17.0,4.0,8.0,7.0,,,,,,,,
D360EDEAXPvAibaEXe/fkUzkqu7qq9NW/+ME6E77,16,19.0,16.0,,,,,,,,,,,,,,,,,,,
D361E362XPvAibaEXe9w/vFsijF85HldmQEXT5uI,22,,,,,,,,,,,,,,,,,,,,,
D367637EXPvAibaEXe+6MN9FoW2mqYPK/ixWMAwA,18,19.0,27.0,24.0,22.0,27.0,26.0,23.0,8.0,4.0,4.0,4.0,,,,,,,,,,
D368677CXPvAibaEXe+pDN88/1DR4Fvc8euLv+LV,13,21.0,22.0,22.0,20.0,20.0,16.0,8.0,,,,,,,,,,,,,,
D3689308XPvAibaEXe8+PBTAPRlCY0qjpxubx4Ng,19,15.0,18.0,24.0,15.0,3.0,,,,,,,,,,,,,,,,
D368FCEEXPvAibaEXe+Xxbs4kvH/k0yInR6LoZNO,19,13.0,16.0,19.0,7.0,16.0,15.0,13.0,9.0,4.0,14.0,,,,,,,,,,,
D36DFBFBXPvAibaEXe9KS65t7Tb/qBkgxL3ZlLLI,17,21.0,22.0,14.0,19.0,20.0,16.0,9.0,10.0,,,,,,,,,,,,,
D3776D36XPvAibaEXe8FWWF7xHXRANfzexilJ2RG,13,7.0,16.0,13.0,,,,,,,,,,,,,,,,,,
D3847432XPvAibaEXe+cwJHZ8eVX0ofOuFBpFs1s,16,16.0,20.0,12.0,0.0,,,,,,,,,,,,,,,,,
D38BF3F8XPvAibaEXe/k5cHhyiupXKjeht69EbkC,17,17.0,21.0,20.0,14.0,22.0,14.0,,,,,,,,,,,,,,,
D395F9C2XPvAibaEXe9YXJ3+ew7OHHPU/ow5Fdl0,19,15.0,11.0,,,,,,,,,,,,,,,,,,,
D396F33FXPvAibaEXe+k2gCw0RZzlacMv04fDVkq,13,21.0,20.0,24.0,21.0,20.0,18.0,16.0,,,,,,,,,,,,,,
D39871FCXPvAibaEXe8nEx8QMBo7a/sJ3rUJWmtY,22,,,,,,,,,,,,,,,,,,,,,
D39B4BD9XPvAibaEXe/MMx1dMBtPnYkQf8xjAzDw,15,19.0,25.0,20.0,19.0,19.0,14.0,,,,,,,,,,,,,,,
D39E21C5XPvAibaEXe9HrsmkhnYVNVeiybGek4zC,20,21.0,16.0,16.0,15.0,16.0,13.0,10.0,,,,,,,,,,,,,,
D39EBBA2XPvAibaEXe/PGAaNNWvbUH5UcB2OERFM,18,18.0,22.0,24.0,16.0,15.0,14.0,11.0,13.0,,,,,,,,,,,,,
D3A3CE8FXPvAibaEXe/iIkJq57vD79Vm4PxFnZD3,19,19.0,21.0,17.0,23.0,21.0,20.0,8.0,10.0,,,,,,,,,,,,,
D3A3EC7BXPvAibaEXe/33FMzfi5meW7MkmTJZxtf,17,23.0,25.0,16.0,16.0,,,,,,,,,,,,,,,,,
D3A4BAFEXPvAibaEXe8bHoSDwbr9Unpw3ohvTLh6,17,19.0,19.0,11.0,23.0,19.0,9.0,,,,,,,,,,,,,,,
D3B7EA04XPvAibaEXe+XuNgf2Sify0CZ6RemhOia,21,21.0,22.0,19.0,17.0,16.0,20.0,,,,,,,,,,,,,,,
D3B9B7C1XPvAibaEXe8fhyb6XQKWQVBxAfbvckYD,13,3.0,,,,,,,,,,,,,,,,,,,,
D3C0C6F1XPvAibaEXe+ShNeuA9Jq+Z4jny5Zaii3,17,23.0,3.0,20.0,,,,,,,,,,,,,,,,,,
D3C5E25BXPvAibaEXe87HtCBj/Xw07TY4tVgidGX,17,19.0,19.0,,,,,,,,,,,,,,,,,,,
D3C8FCBFXPvAibaEXe9uaaZ/YedHVE2vFI3CwdF0,13,17.0,17.0,23.0,4.0,24.0,24.0,4.0,22.0,12.0,12.0,4.0,,,,,,,,,,
D3CF8A69XPvAibaEXe9/su+qLcYDMseXWfkodzkh,22,21.0,21.0,20.0,21.0,14.0,3.0,18.0,16.0,,,,,,,,,,,,,
D3D83E0DXPvAibaEXe9IpNurqmndXGcAesFbHoRl,16,21.0,11.0,,,,,,,,,,,,,,,,,,,
D3D8B01CXPvAibaEXe8zgH8M9OgLp6SOLMWLQE9E,14,22.0,16.0,18.0,10.0,0.0,,,,,,,,,,,,,,,,
D3DC1172XPvAibaEXe8LlSwdi4NcNeq43XzagfDS,18,,,,,,,,,,,,,,,,,,,,,
D3DE430EXPvAibaEXe8rk2w4FtVJNuduXeoCJ+Xx,18,,,,,,,,,,,,,,,,,,,,,
D3E077ABXPvAibaEXe8dsW93DhIODD5TMSoUN1Zk,20,20.0,21.0,17.0,15.0,15.0,11.0,13.0,,,,,,,,,,,,,,
D3E39A96XPvAibaEXe9eTi/C0qygJPxL3JpryDxP,18,15.0,18.0,,,,,,,,,,,,,,,,,,,
D3E7C279XPvAibaEXe/m+AXN6aUPq2fQeHomeX7I,16,,,,,,,,,,,,,,,,,,,,,
D3EB03C1XPvAibaEXe/J+06HIXtOooaG+NY+zTzh,18,,,,,,,,,,,,,,,,,,,,,
D3EE29A8XPvAibaEXe+H/2zWj1Zkz0/3CVk3B7Ss,18,,,,,,,,,,,,,,,,,,,,,
D3F155E8XPvAibaEXe+HeL85QGo03VAAId5CwzhR,19,22.0,17.0,17.0,18.0,16.0,21.0,8.0,13.0,,,,,,,,,,,,,
D3F4026DXPvAibaEXe+Y2Dmraxe1iZJc8pjBdEJI,17,19.0,24.0,22.0,21.0,19.0,20.0,12.0,4.0,,,,,,,,,,,,,
D40A5224XPvAibaEXe/sW+jVmHnQGrpyj9mM/5XW,13,21.0,22.0,22.0,23.0,23.0,20.0,11.0,,,,,,,,,,,,,,
D40AAD30XPvAibaEXe+cpn4CEMdOCkGEftnss0HS,16,16.0,23.0,22.0,19.0,14.0,19.0,0.0,,,,,,,,,,,,,,
D40C078AXPvAibaEXe8GlonP+eXAf9kDHgTyZBT4,13,17.0,20.0,23.0,19.0,19.0,14.0,,,,,,,,,,,,,,,
D40CDE12XPvAibaEXe/ETkXgDMKQ8czhXBd4cEQT,17,20.0,6.0,24.0,18.0,7.0,10.0,18.0,4.0,17.0,11.0,10.0,17.0,6.0,10.0,,,,,,,
D4132662XPvAibaEXe8IXn+MV9wqkhnz3lQtZR08,20,21.0,21.0,15.0,14.0,17.0,15.0,,,,,,,,,,,,,,,
D41951CEXPvAibaEXe86jqvsmOoL9rvc2uWyJ4gj,13,15.0,8.0,22.0,23.0,23.0,23.0,8.0,24.0,22.0,20.0,10.0,12.0,6.0,,,,,,,,
D41D7CC5XPvAibaEXe/EaMzFFtVZpMBXA+5p7K5r,17,21.0,22.0,16.0,20.0,17.0,10.0,12.0,,,,,,,,,,,,,,
D4208C04XPvAibaEXe9ZsjBGMHTvpkLT+tMImdlV,17,21.0,20.0,21.0,10.0,19.0,22.0,4.0,22.0,20.0,4.0,23.0,3.0,4.0,,,,,,,,
D42204FAXPvAibaEXe9JDlHA4z2GHKwE3JWl7+uT,22,21.0,10.0,25.0,19.0,7.0,16.0,22.0,24.0,17.0,,,,,,,,,,,,
D424A334XPvAibaEXe/8fhf6rXR0n4MUz2V7a0YA,16,17.0,20.0,19.0,12.0,,,,,,,,,,,,,,,,,
D426B343XPvAibaEXe8A5TWV5xKpbf1EUewZn4FG,17,,,,,,,,,,,,,,,,,,,,,
D43B7616XPvAibaEXe9FRFgWLD9noQxoVzyrVxa3,13,15.0,16.0,24.0,3.0,19.0,6.0,16.0,8.0,6.0,,,,,,,,,,,,
D4413547XPvAibaEXe9p78qxnH96y/6uQfjNPo0s,17,20.0,28.0,15.0,24.0,19.0,14.0,16.0,,,,,,,,,,,,,,
D441A573XPvAibaEXe8iGDMJikW1woah6+4Xu8Ve,17,19.0,20.0,21.0,16.0,19.0,20.0,13.0,3.0,,,,,,,,,,,,,
D443E758XPvAibaEXe9rVf+KlGqBOpOdI+UXwqo9,22,,,,,,,,,,,,,,,,,,,,,
D45EE891XPvAibaEXe8dsW93DhIODOUn2gxjGeSU,20,22.0,15.0,23.0,16.0,14.0,0.0,17.0,19.0,10.0,0.0,,,,,,,,,,,
D45EF757XPvAibaEXe8scZUjY2tXh1CjOAT+J3zC,15,15.0,24.0,19.0,20.0,19.0,15.0,13.0,,,,,,,,,,,,,,
D465EC68XPvAibaEXe+8+5uQAPsgDTDOp8CQLmB3,17,,,,,,,,,,,,,,,,,,,,,
D4765281XPvAibaEXe8tlOof474dkt2qSPj7RW1m,18,,,,,,,,,,,,,,,,,,,,,
D4784B2AXPvAibaEXe/J0r+JN9xEWSzX91Uwukvp,7,13.0,20.0,20.0,6.0,20.0,16.0,16.0,,,,,,,,,,,,,,
D47AB6ECXPvAibaEXe9/83vYrk4yZm+cxTvs8eml,19,19.0,26.0,20.0,16.0,16.0,22.0,14.0,,,,,,,,,,,,,,
D4800810XPvAibaEXe/F36f6kWud/5bq2FdMbxex,18,,,,,,,,,,,,,,,,,,,,,
D4804491XPvAibaEXe/9LBBkdbcCWD75rxL6ZmuY,15,20.0,20.0,24.0,19.0,14.0,8.0,0.0,,,,,,,,,,,,,,
D4872D09XPvAibaEXe83RuGSO94Cq7h26xGLC4xF,13,17.0,,,,,,,,,,,,,,,,,,,,
D487D4FAXPvAibaEXe9EkGDW5C098ue+SQzDntDQ,16,22.0,20.0,,,,,,,,,,,,,,,,,,,
D493C96CXPvAibaEXe8tXyBsTE/W1VpcOWcpP7Lc,8,12.0,16.0,,,,,,,,,,,,,,,,,,,
D4955BF9XPvAibaEXe8iJ6xNoa85bvjStRmTq+1J,18,20.0,18.0,20.0,19.0,,,,,,,,,,,,,,,,,
D49A4214XPvAibaEXe92/FvKjToSoR5BAvRAJPwd,16,17.0,17.0,8.0,21.0,23.0,9.0,,,,,,,,,,,,,,,
D4A03F96XPvAibaEXe+EAlU+wSWpDTzq1rlQ+BF5,17,19.0,23.0,15.0,16.0,17.0,8.0,,,,,,,,,,,,,,,
D4A1EDC3XPvAibaEXe9cKl9MZ7ySU797ZlWLFU4/,18,23.0,23.0,,,,,,,,,,,,,,,,,,,
D4A3767EXPvAibaEXe+HeL85QGo03UJMuLYWArHq,13,19.0,28.0,17.0,7.0,20.0,24.0,20.0,,,,,,,,,,,,,,
D4B3E182XPvAibaEXe9o3csoNuwUvIL5zxXz4455,17,20.0,,,,,,,,,,,,,,,,,,,,
D4BC6C5FXPvAibaEXe/81GDNmtxKsf5uAQitOS6/,19,19.0,21.0,17.0,21.0,16.0,24.0,8.0,14.0,,,,,,,,,,,,,
D4C51F3CXPvAibaEXe9GRgvaz8PQ0mLB3PQsLg62,14,24.0,20.0,22.0,17.0,,,,,,,,,,,,,,,,,
D4C64D81XPvAibaEXe+7P6dA2QyoR8FSqBhvehX9,19,28.0,18.0,,,,,,,,,,,,,,,,,,,
D4C6B151XPvAibaEXe9OORQ1xsw6njzMKsUwYGIs,13,20.0,22.0,22.0,16.0,19.0,16.0,13.0,16.0,,,,,,,,,,,,,
D4D77B2BXPvAibaEXe/X5uT1FaYTT4cr2B+OQ5RP,19,20.0,22.0,17.0,18.0,19.0,15.0,6.0,,,,,,,,,,,,,,
D4D99820XPvAibaEXe+g2dQ0D263aUSI6fU2u8JV,17,19.0,4.0,21.0,20.0,4.0,24.0,17.0,22.0,15.0,3.0,,,,,,,,,,,
D4E5DB05XPvAibaEXe/feySPx5RaA7w5yW9Egbus,14,23.0,12.0,,,,,,,,,,,,,,,,,,,
D4EC1125XPvAibaEXe/zT99h3DDtvTOP1++T+8ZD,15,19.0,16.0,18.0,22.0,23.0,19.0,,,,,,,,,,,,,,,
D4ED7282XPvAibaEXe/M+/uAwVeHhHldEPTAO8Mm,15,24.0,19.0,16.0,4.0,22.0,18.0,9.0,10.0,,,,,,,,,,,,,
D4EEB9A9XPvAibaEXe+kaKwPBw23Vn5JRuOoXSVE,17,20.0,20.0,27.0,20.0,23.0,21.0,14.0,3.0,,,,,,,,,,,,,
D4F2C481XPvAibaEXe+Ff3P1PNDBGD95nCvn65uu,15,16.0,20.0,15.0,16.0,,,,,,,,,,,,,,,,,
D4F6703AXPvAibaEXe/ceziXFRXnLWAzwrYXBrk+,17,17.0,4.0,15.0,17.0,18.0,16.0,17.0,23.0,14.0,14.0,4.0,18.0,,,,,,,,,
D4F95B3CXPvAibaEXe/Z2D1Qs9UWoHfR72CTYzHW,17,19.0,21.0,12.0,4.0,,,,,,,,,,,,,,,,,
D4FE369DXPvAibaEXe+V8Z3g2JN9FwoXRvE5XSZ5,19,23.0,20.0,23.0,18.0,,,,,,,,,,,,,,,,,
D502EA18XPvAibaEXe9EKl99rNpcbTZnKPeRnW/u,22,,,,,,,,,,,,,,,,,,,,,
D50653C4XPvAibaEXe87VvpJWUzbdTdxg7V6Abft,18,,,,,,,,,,,,,,,,,,,,,
D50682A6XPvAibaEXe8p+Buz4QuyY9rRJ1oecAiX,21,21.0,17.0,,,,,,,,,,,,,,,,,,,
D512EA4DXPvAibaEXe8EWfnZTwjAD+vtl9QhLW5H,20,20.0,16.0,18.0,15.0,16.0,18.0,13.0,4.0,13.0,,,,,,,,,,,,
D518C860XPvAibaEXe8p96AS83uGSogqKghLp2In,17,20.0,19.0,,,,,,,,,,,,,,,,,,,
D5194373XPvAibaEXe+HJXKqpCHBIrttpK0eb1+k,20,16.0,20.0,18.0,22.0,,,,,,,,,,,,,,,,,
D51E555CXPvAibaEXe9v6ULsv63kiZtcn9h/5Niv,18,,,,,,,,,,,,,,,,,,,,,
D52A4065XPvAibaEXe8HttSSNPsv4Q34yJa83ke0,14,,,,,,,,,,,,,,,,,,,,,
D53CA771XPvAibaEXe+m4TIigwhBB6BoecV0u+VA,16,20.0,21.0,23.0,4.0,16.0,4.0,,,,,,,,,,,,,,,
D544AA69XPvAibaEXe8d+xuL7f/QxAt4Q32aLRfb,21,15.0,14.0,14.0,17.0,14.0,12.0,,,,,,,,,,,,,,,
D5512142XPvAibaEXe+m0MyWogUnu5Jewqatu6Mo,14,16.0,20.0,,,,,,,,,,,,,,,,,,,
D551F96FXPvAibaEXe9FHRfjQvHQkblHwaA1DukQ,7,13.0,20.0,20.0,6.0,,,,,,,,,,,,,,,,,
D5542E05XPvAibaEXe+NTT/XirluicFWQUNVNDoT,18,19.0,19.0,,,,,,,,,,,,,,,,,,,
D55D78AFXPvAibaEXe88EN6DQQEtSTo+TFcpOrrM,15,18.0,13.0,10.0,22.0,8.0,19.0,,,,,,,,,,,,,,,
D55EBAD9XPvAibaEXe9Z67almz7y5tkcxWS/xrjc,19,10.0,3.0,16.0,17.0,4.0,16.0,15.0,4.0,10.0,13.0,3.0,10.0,,,,,,,,,
D563BE5EXPvAibaEXe93PEySAJOVk29BEIkXUhF+,22,19.0,6.0,23.0,24.0,17.0,17.0,20.0,16.0,14.0,,,,,,,,,,,,
D5654CA2XPvAibaEXe+T+pdYLenbrobExAZPDdaO,16,19.0,17.0,16.0,17.0,20.0,16.0,13.0,,,,,,,,,,,,,,
D567BF76XPvAibaEXe925Y1+6ZAdbst6xmfl1Kol,14,,,,,,,,,,,,,,,,,,,,,
D56A30CCXPvAibaEXe/xTzwuk9WZJoY/DU22tzGE,22,18.0,21.0,,,,,,,,,,,,,,,,,,,
D57A110BXPvAibaEXe9p78qxnH96y/oT+/wVnOwQ,13,21.0,19.0,21.0,16.0,16.0,16.0,12.0,10.0,0.0,,,,,,,,,,,,
D581AAA6XPvAibaEXe/KMtCr6bHauktc5mYHxOWK,17,22.0,25.0,17.0,18.0,15.0,15.0,16.0,10.0,,,,,,,,,,,,,
D58247BAXPvAibaEXe+k18jMdjuJ+/kBA7GPjDuj,17,,,,,,,,,,,,,,,,,,,,,
D58840DCXPvAibaEXe9ZsjBGMHTvphkgWrjhffHl,20,21.0,21.0,15.0,18.0,19.0,20.0,15.0,3.0,12.0,11.0,3.0,18.0,14.0,10.0,7.0,,,,,,
D58C1E49XPvAibaEXe+k7kwcfMfIzPoZ5+HHWOjM,20,19.0,0.0,13.0,23.0,23.0,24.0,14.0,,,,,,,,,,,,,,
D591D3E3XPvAibaEXe/V2dF0qjs8bYWTsDI1U4NT,22,19.0,,,,,,,,,,,,,,,,,,,,
D594E8B8XPvAibaEXe/Q6C3BndaQUMJ/zKGGI7If,17,19.0,21.0,22.0,21.0,19.0,16.0,15.0,3.0,,,,,,,,,,,,,
D59F3FAFXPvAibaEXe/HUuIVo8uCR/Smep4rDOdM,16,4.0,21.0,23.0,21.0,18.0,12.0,16.0,,,,,,,,,,,,,,
D5A0BCD2XPvAibaEXe/ajuqKREcgp9CfzWLRbfUP,18,21.0,16.0,,,,,,,,,,,,,,,,,,,
D5AC7162XPvAibaEXe/caEx4rNa5qUnjFyjC1j1t,18,17.0,20.0,24.0,3.0,21.0,20.0,10.0,15.0,,,,,,,,,,,,,
D5AD99EEXPvAibaEXe+QJ0MB5TsYNYRb40UxjZU2,18,19.0,23.0,17.0,4.0,18.0,22.0,18.0,11.0,16.0,4.0,3.0,,,,,,,,,,
D5B3C805XPvAibaEXe9lVlYxgSyBv69kvgGPFtUR,17,16.0,20.0,8.0,24.0,18.0,14.0,,,,,,,,,,,,,,,
D5B5048BXPvAibaEXe9WkeUltvPYdyooJ2jIdJbg,17,19.0,23.0,18.0,21.0,21.0,20.0,12.0,10.0,,,,,,,,,,,,,
D5BED852XPvAibaEXe+SXBrvSceI6YY4YPNJb4F4,21,20.0,22.0,21.0,18.0,23.0,14.0,,,,,,,,,,,,,,,
D5C03AB0XPvAibaEXe/9LBBkdbcCWOBMBmj34LRf,17,18.0,21.0,21.0,14.0,16.0,,,,,,,,,,,,,,,,
D5C6549AXPvAibaEXe8JhJ4J3nSSl1wykanfFCr6,21,22.0,19.0,15.0,22.0,20.0,8.0,20.0,,,,,,,,,,,,,,
D5CB6E0EXPvAibaEXe/kJUgsv26Ua4fviWhP8ico,13,22.0,19.0,24.0,19.0,20.0,14.0,11.0,4.0,7.0,,,,,,,,,,,,
D5CC8F4FXPvAibaEXe+F+2tZHEiFCbJ7m/A6LQ2N,13,21.0,20.0,22.0,4.0,12.0,21.0,23.0,24.0,8.0,,,,,,,,,,,,
D5CCC0F0XPvAibaEXe9xLM9bjmqfKXYiG4DipNYr,19,14.0,16.0,21.0,4.0,15.0,0.0,11.0,15.0,13.0,19.0,4.0,18.0,,,,,,,,,
D5CDF67FXPvAibaEXe8HttSSNPsv4VsyQqX3POQL,18,,,,,,,,,,,,,,,,,,,,,
D5D35456XPvAibaEXe8at9gGXzJnL9E+t7e1J2jN,11,17.0,4.0,16.0,24.0,18.0,18.0,12.0,4.0,11.0,,,,,,,,,,,,
D5D7C5D8XPvAibaEXe+AdDQ9dDabO4Q9AlJ75ho/,15,17.0,21.0,16.0,14.0,14.0,19.0,20.0,6.0,,,,,,,,,,,,,
D5D8C19CXPvAibaEXe9PDEhlfOA/z2bMG+43E3Zo,17,18.0,23.0,18.0,16.0,18.0,18.0,9.0,17.0,,,,,,,,,,,,,
D5E4682AXPvAibaEXe9szjaFDisFuyvs7gz8fSmN,16,,,,,,,,,,,,,,,,,,,,,
D5E4F1BEXPvAibaEXe+kaKwPBw23VpAGyHMum1zT,17,24.0,24.0,20.0,13.0,13.0,3.0,15.0,9.0,10.0,,,,,,,,,,,,
D5ED3383XPvAibaEXe8bVXYGG8kdZffFDL2zjoN5,17,19.0,22.0,20.0,21.0,21.0,14.0,,,,,,,,,,,,,,,
D5F4471CXPvAibaEXe83Nysdn2RpKY/LqJTdY8RS,14,23.0,4.0,25.0,,,,,,,,,,,,,,,,,,
D5F631BAXPvAibaEXe/dzmB8igeRMHIx0K9/oy5q,17,24.0,24.0,19.0,18.0,,,,,,,,,,,,,,,,,
D5F92AABXPvAibaEXe9KWpGOh3zHl56PkSjK4q14,17,21.0,22.0,21.0,16.0,16.0,17.0,8.0,10.0,,,,,,,,,,,,,
D5FA45FAXPvAibaEXe+Om5b1Z5BSka3wiqaJgWti,17,20.0,28.0,16.0,16.0,16.0,15.0,18.0,3.0,,,,,,,,,,,,,
D5FA4A89XPvAibaEXe/KzUC9/fyuEoE7lH4YYwyV,18,18.0,16.0,16.0,21.0,,,,,,,,,,,,,,,,,
D5FF0E63XPvAibaEXe9urngX21O5XfaaTCzyOIc1,19,22.0,17.0,17.0,19.0,20.0,10.0,,,,,,,,,,,,,,,
D602F75CXPvAibaEXe/h0evOh2DuEw9Wa9h62Twh,20,19.0,23.0,,,,,,,,,,,,,,,,,,,
D6069460XPvAibaEXe+oyidU8JSYN9BeAfHuXtOn,16,,,,,,,,,,,,,,,,,,,,,
D60D0DBCXPvAibaEXe+4UdF7idt72MJFyulhAcLT,20,,,,,,,,,,,,,,,,,,,,,
D60D6F88XPvAibaEXe8hoWqU00eh+A1stipzN15a,12,16.0,12.0,,,,,,,,,,,,,,,,,,,
D61A8FA6XPvAibaEXe8JRliMuqssCFM/cB1ttK5H,12,13.0,6.0,20.0,20.0,17.0,24.0,13.0,6.0,13.0,,,,,,,,,,,,
D61A982FXPvAibaEXe8ScncBV/gL3jDBDMc/ueJm,22,,,,,,,,,,,,,,,,,,,,,
D61C493EXPvAibaEXe/AdnwkoyhfDsoXAR3dwYyy,20,20.0,24.0,20.0,3.0,18.0,21.0,17.0,,,,,,,,,,,,,,
D622462FXPvAibaEXe9qGGZHCdW9PfY7cv/JVXM3,14,20.0,21.0,14.0,15.0,,,,,,,,,,,,,,,,,
D6288584XPvAibaEXe9e953jV3NnLk2/dDYnQMLl,19,19.0,22.0,23.0,24.0,20.0,19.0,0.0,,,,,,,,,,,,,,
D62ACECEXPvAibaEXe9aEGgnYQHcHP3/Bgpo8YE3,14,20.0,15.0,,,,,,,,,,,,,,,,,,,
D6325697XPvAibaEXe8JRliMuqssCDQkwlJOqjq0,19,21.0,24.0,17.0,15.0,16.0,20.0,5.0,10.0,,,,,,,,,,,,,
D63461DAXPvAibaEXe/eaktUZd/HYK21Q+1WNJMF,16,17.0,17.0,0.0,,,,,,,,,,,,,,,,,,
D63A2D2CXPvAibaEXe+TFgEDwYNnvSfHjHOrvTCF,22,22.0,22.0,18.0,4.0,23.0,20.0,10.0,19.0,23.0,4.0,17.0,4.0,,,,,,,,,
D642F234XPvAibaEXe9d+rE/yvWoKGexAC3nq8Mt,17,21.0,26.0,19.0,14.0,16.0,21.0,15.0,,,,,,,,,,,,,,
D6441ABBXPvAibaEXe8xyXxgsyDrVw2Elr1gHReQ,17,,,,,,,,,,,,,,,,,,,,,
D6459CE3XPvAibaEXe/WuJYGMdaNyLr5kdoCgbKK,19,19.0,21.0,17.0,15.0,18.0,16.0,12.0,10.0,,,,,,,,,,,,,
D649034BXPvAibaEXe+65Is9PO18G8sKtq1L3euI,19,15.0,26.0,20.0,16.0,22.0,21.0,7.0,10.0,,,,,,,,,,,,,
D64A4B43XPvAibaEXe9NdAclo3+sV1XlzngwkaHY,19,4.0,,,,,,,,,,,,,,,,,,,,
D64CB746XPvAibaEXe9qGGZHCdW9PezeQE9zdyKo,16,24.0,24.0,20.0,,,,,,,,,,,,,,,,,,
