mssv,lopsh,drl_hk1,drl_hk2,drl_hk3,drl_hk4,drl_hk5,drl_hk6,drl_hk7,drl_hk8,drl_hk9,drl_hk10,drl_hk11,drl_hk12,drl_hk13,drl_hk14
B5832DFFXPvAibaEXe+r7f7XCVFwZvPJHtRXPtLQ,KTMT2016,79,85,90,95,100,90,100,100,93,,,,,
B5837391XPvAibaEXe8oET1/EVZ+WiIEtsV3RBK7,CNCL2018,80,75,90,81,90,94,81,100,84,,,,,
B5853135XPvAibaEXe/Dy4K4yiQpONxhRQoieHZG,,86,86,86,84,82,74,60,66,76,68,,,,
B585EAC8XPvAibaEXe9tQlmmuoS3EmVcLinHhjZY,KTPM2022,86,,,,,,,,,,,,,
B5884820XPvAibaEXe/qF9LXCbOdo3dKJo2QkJFX,KHMT06,56,56,55,47,68,61,20,0,17,,,,,
B5891C09XPvAibaEXe+NDJhRHiaomT/aJ852h3a/,PMCL2017,80,80,85,80,100,85,89,81,86,66,58,,,
B58FEE6BXPvAibaEXe9sDqR+NysAHiTj/3tzquZq,PMCL2014,74,73,70,72,59,55,,,,,,,,
B5953D10XPvAibaEXe+BHZkA9XgGXWnkm2L+acxT,,76,72,80,86,98,77,69,64,58,,,,,
B5985AA6XPvAibaEXe9FiaSoce50DCA1CWsmxnua,,79,86,86,87,80,75,54,69,76,75,65,70,50,
B599CE38XPvAibaEXe+1PCCPiUY9ljI1Gka6PN6P,,67,46,49,29,4,35,-2,,,,,,,
B5A14B20XPvAibaEXe/CLThnKnYPfkCbTL5ZEjt7,MTCL2019,81,73,60,53,48,48,48,,,,,,,
B5A5645EXPvAibaEXe95t7IdlkoVf/AQqVZIBtH0,ANTN2016,69,75,76,80,70,60,88,57,53,71,64,58,50,
B5A6210EXPvAibaEXe8ejPnsni52LUPOI5hweoFO,KTMT04,55,55,73,73,62,62,88,59,,,,,,
B5A7FDCAXPvAibaEXe9KS65t7Tb/qOraYboERH9W,MTCL2016,66,70,90,90,80,90,100,79,71,,,,,
B5A93F62XPvAibaEXe+sQSfsqovN9xHpRFKKgMkI,ATCL2018,76,73,64,53,56,53,56,,,,,,,
B5AF50E3XPvAibaEXe/ji2wENvGp6DUGsOeXuL7J,,94,65,,,,,,,,,,,,
B5B390A8XPvAibaEXe8pr9LKErUcFfh60cRtCBT8,KTPM2015,81,77,59,61,76,78,68,63,69,58,53,63,,
B5B424D8XPvAibaEXe/pj/zSBjVU9DCaJOfaPTQI,PMCL2019,100,92,100,100,96,100,93,,,,,,,
B5B650DFXPvAibaEXe9RMJQZMXNkflL1C0HOn2jh,HTTT06,47,47,57,53,,,,,,,,,,
B5B9BDD3XPvAibaEXe8kGcWiFCcO6QC9wPvG2Vze,CNTT2017,85,90,86,85,74,81,100,66,66,66,58,,,
B5BD018FXPvAibaEXe94h5DSR+AH+xPZqk3PHMq1,CNNB2022,82,,,,,,,,,,,,,
B5BD4CC1XPvAibaEXe8vLaVJ0prXvi3LTMytGHu9,MTCL2020,91,56,60,,,,,,,,,,,
B5BEF93FXPvAibaEXe9exxmVkEmOjQJ2B0xplyqv,MTCL2017,85,85,80,75,76,63,45,,,,,,,
B5BF94C1XPvAibaEXe/M+FHhoETtlRa9xgwOZQ3m,PMCL2020,100,95,100,84,89,,,,,,,,,
B5C2A1C5XPvAibaEXe8JRliMuqssCAeqW+vA6u8X,HTCL2016,48,43,,,,,,,,,,,,
B5C41797XPvAibaEXe/D9W4zOC/eDa64ISxjRdCF,CNPM05,0,72,72,80,80,87,78,80,71,,,,,
B5CCBDE2XPvAibaEXe9W37M5rySWmJ3nokrEOTgh,MMTT2019,95,100,100,100,96,99,75,,,,,,,
B5D9498DXPvAibaEXe/7Pz5IR87IcsP1eEt2DDjx,,60,55,49,42,55,11,,,,,,,,
B5E277F2XPvAibaEXe9KG2OR8ZVK3qpRq27Fino0,ANTT2015,82,63,58,28,85,73,76,75,56,50,53,50,,
B5E88CAEXPvAibaEXe/XBbLEWRhgQfjbMw/hCyqY,,82,84,62,69,65,70,60,65,76,75,60,74,50,
B5EA62BEXPvAibaEXe8LEmLQG/Ynjzlso9aE/2aV,,75,66,69,64,73,80,91,68,,,,,,
B5ED2BCCXPvAibaEXe9bUSOnBE7+q1CzEvyDLfvY,KTMT05,0,0,0,75,75,71,85,30,26,,,,,
B5ED311BXPvAibaEXe+fBpTg8OXouoJxdPOkwhz5,HTCL2017,78,88,86,75,88,86,94,81,86,66,58,,,
B5F0BC95XPvAibaEXe/8cDp/6UOKiWIABFiFR+91,,53,,,,,,,,,,,,,
B5F94969XPvAibaEXe8Ve9qXGkppSAQLJGMPIMto,HTCL2017,85,79,76,75,57,71,64,71,72,66,,,,
B606A119XPvAibaEXe/ESOA28kZtDjbQgD3C1HU8,KHCL2019,81,66,67,66,93,81,86,,,,,,,
B60AE4D9XPvAibaEXe91lOGt4F0zYM2WNuiNLRda,MTCL2020,90,78,100,74,81,,,,,,,,,
B60B252EXPvAibaEXe84VpdW+Wraov8+S0QloxbR,CNCL2020,100,93,91,100,76,,,,,,,,,
B60C903DXPvAibaEXe/l8qiRVAhX5zTY4sHvXFNa,ATCL2021,95,100,100,,,,,,,,,,,
B610A5B4XPvAibaEXe/xF5/pNSDnSMa2ZW0rfgWI,KTMT06,68,68,88,77,60,51,86,67,54,,,,,
B6126502XPvAibaEXe+A3TjfwxprotWa32HEOZiB,PMCL2017,90,85,91,90,100,95,90,100,,,,,,
B61C9BB5XPvAibaEXe8XeGyYdUhioMtXz0Mxsoo+,PMCL2021,97,100,100,,,,,,,,,,,
B61D50C8XPvAibaEXe9RMJQZMXNkfuWSTciAxJzt,HTTT06,51,51,57,58,26,,,,,,,,,
B61F87CEXPvAibaEXe8dcQMOtCkcryraQnPjxr9g,KTMT2022,79,,,,,,,,,,,,,
B627E521XPvAibaEXe+D/rLOK41HOjgVAn/ZGQ52,KTMT2020,95,100,63,63,66,,,,,,,,,
B62CF085XPvAibaEXe/0VyaRB0LQpHvqWTgYSoo3,KTMT2018,85,80,84,71,81,66,76,69,67,,,,,
B6304A30XPvAibaEXe9DjwUQ+Cta8YOSguMyzbiB,KTMT2015,87,54,63,65,85,70,76,74,62,50,58,58,,
B6339609XPvAibaEXe8LKcZLI41Covt0LO1C295N,,75,,,,,,,,,,,,,
B633C31DXPvAibaEXe9kTkrXS1NJ3v/8PclQ0brl,PMCL2019,90,80,79,79,88,79,79,,,,,,,
B63533ADXPvAibaEXe9U/AuCAN8zZwWnu+1ZOSWa,KTPM2018,95,90,100,100,100,100,100,100,,,,,,
B637FAB1XPvAibaEXe/caEx4rNa5qYP2cYHJoMrY,,71,81,67,45,54,62,64,52,76,70,60,,,
B63A2404XPvAibaEXe+bKRR4AXbeMlHgqGSKvvZp,MMTT2022,95,,,,,,,,,,,,,
B63BAD6FXPvAibaEXe86hknCN730J0B/fT7Zl1C/,CNCL2018,80,75,84,88,81,96,86,81,68,,,,,
B63D0F42XPvAibaEXe8yzZ/8QUtgdncOwVBpJrXf,KTPM2014,65,73,88,80,64,90,100,85,,,,,,
B6401893XPvAibaEXe/D9W4zOC/eDXAH+w5Giba8,CNPM05,0,72,72,90,90,87,67,85,60,,,,,
B6410337XPvAibaEXe+uQMKXqrwYdpt1gQY8Ohk6,HTTT2014,71,71,85,73,66,76,80,75,68,75,,,,
B6414130XPvAibaEXe9syD7Vfew2qRbzTBXeq6zr,KHCL2018,74,75,81,90,85,86,84,82,,,,,,
B641D74AXPvAibaEXe9B92Nhb2J329GWzP3sMbc1,,60,62,68,75,76,64,73,68,35,,,,,
B646C3C8XPvAibaEXe83V/kFvw2bBVmhVT6fEz4k,,99,100,100,93,98,79,86,61,55,,,,,
B646C4D7XPvAibaEXe8t2+lY9eHsFtgr8DEXq/1u,HTCL2017,73,78,81,74,79,77,79,65,82,66,58,,,
B6481C8AXPvAibaEXe97yKczitj7grgwcsjVrVbk,PMCL2015 ,81,61,63,64,75,75,75,75,69,71,58,50,,
B6496AD5XPvAibaEXe/9n4RXguPAYJnEBVwvE4Wm,HTTT2014,64,67,87,68,69,80,80,80,68,80,70,50,53,
B64EFF4FXPvAibaEXe8cSwcDAK/pUJFGGHVhvfd9,ATTN2017,80,80,80,80,81,72,88,90,100,83,,,,
B652E11DXPvAibaEXe93PEySAJOVkyJM7AttkNBy,,100,92,94,78,72,65,67,49,76,75,,,,
B6532060XPvAibaEXe8FTy7BsUY4uq67hcVUEwWn,KHMT04,50,50,86,55,90,75,,,,,,,,
B65B4742XPvAibaEXe/3LgJPL18cH/gPhR/9MdhC,HTTT04,0,0,0,0,40,40,,,,,,,,
B65CE2C1XPvAibaEXe9Notw1bhKSwsVGF2evh4c9,KTPM2018,85,95,100,100,100,100,100,86,58,,,,,
B663BF6AXPvAibaEXe9bK8Tc9VenInBAk5ggnBE5,,40,,,,,,,,,,,,,
B66497FFXPvAibaEXe9cZqyTkM8+ATBkLr0/5MxN,MTCL2014,74,58,61,19,0,,,,,,,,,
B665B101XPvAibaEXe9/6st9TvlyfIhwwBcbgCBd,KTMT04,75,75,86,81,100,96,,,,,,,,
B6695081XPvAibaEXe88ZV91oZ7/ppT3fareFkof,KTMT2019,100,100,100,100,100,91,100,,,,,,,
B6771C30XPvAibaEXe82KQBeHoMBB1pyo6HTl/qm,KTPM2021,93,95,86,,,,,,,,,,,
B678DE62XPvAibaEXe85Xk9kCxK9cUjoShiuSG06,HTTT04,65,65,85,84,91,66,,,,,,,,
B679343BXPvAibaEXe+72vl6t/d8GeNfo9UQHH07,PMCL2017,65,75,76,75,75,75,64,64,84,66,83,,,
B679EB50XPvAibaEXe+b6DqXDWl+uxKiVONh0pr3,CNCL2019,95,100,100,100,100,100,100,,,,,,,
B67D46A9XPvAibaEXe9SFfs6TdZlWe0G8BPPpbrx,ATCL2019,95,93,100,100,100,99,91,,,,,,,
B680AF1DXPvAibaEXe+NyYotv4FWdQkSciQUoc7k,CNTT2018,81,73,100,77,87,77,96,100,58,,,,,
B686D0D1XPvAibaEXe8Xr3ULxehOvhltUrqkc4L0,KHMT2022,80,,,,,,,,,,,,,
B688B7ABXPvAibaEXe9TsFVy3uGUgZaATzSyO/Ux,ATCL2019,90,100,100,100,100,99,81,,,,,,,
B6915BCCXPvAibaEXe+cpn4CEMdOCrX4IuJR32JS,KHCL2018,85,85,75,66,82,70,66,66,50,,,,,
B6946B59XPvAibaEXe/yPsCkMlAHIqqnjvSQNJod,CNCL2021,93,88,99,,,,,,,,,,,
B697F2C4XPvAibaEXe8eWl5Nr7OWQlOcJUrfrtG2,PMCL2016,70,71,60,80,,,,,,,,,,
B698E6B2XPvAibaEXe8p7+QBLh7hjgQM1ScW0u/i,ATCL2017,73,68,68,82,81,88,72,84,86,66,58,,,
B6A8A9C8XPvAibaEXe92ERxxrRb8DrCpSQrhgp5r,CNCL2021,86,93,93,,,,,,,,,,,
B6B110B2XPvAibaEXe8miMZo604NiZB3hy4pbCru,MMT05,0,62,62,99,99,100,76,31,,,,,,
B6B501A5XPvAibaEXe82f6NwASlun0gQvRypjyJM,CNCL2021,100,100,100,,,,,,,,,,,
B6B6C879XPvAibaEXe/9XMaU/9dsP0YXCCeOvvFr,MTCL2014,72,100,93,95,94,100,95,80,65,,,,,
B6BE9570XPvAibaEXe/NExuU8f5CHzM46oj4x6pe,PMCL2014,58,32,-43,,,,,,,,,,,
B6C17C0BXPvAibaEXe8LS2f+PMhnWUoGiG0cztha,MMT04,60,60,70,70,88,88,84,62,,,,,,
B6C3253FXPvAibaEXe+M/BSgLkQKV6Onf6DXwGaD,MTCL2018,70,73,81,76,72,91,100,94,,,,,,
B6C3A751XPvAibaEXe/qQxqlVrMEUh3EM8dn9oFB,CNCL2021,100,82,56,,,,,,,,,,,
B6C44283XPvAibaEXe+Z64Gg7q108KvfKyblNA82,ANTT2015,84,74,62,95,85,80,81,75,45,50,53,50,,
B6C70F9FXPvAibaEXe8RmfcEIT4Umwu7kla0EI2y,KHDL2021,66,70,89,,,,,,,,,,,
B6CA6F94XPvAibaEXe9I+mwDmGnD1IbB7i5cA8Gp,MMCL2021,100,100,95,,,,,,,,,,,
B6CAC71AXPvAibaEXe/qZKhoIW7F1n49w5w75F4i,MMTT2022,95,,,,,,,,,,,,,
B6CBB620XPvAibaEXe+pXmnhrPUNUpf6LaLD7gOt,KHMT04,50,50,64,57,78,64,,,,,,,,
B6CBEA81XPvAibaEXe/EKiY6F5FD8HwF/BlB0//L,KTMT2018,90,90,94,76,83,95,100,93,58,,,,,
B6CDF83EXPvAibaEXe8bHz5K1B3bvpL7sCiaIp9g,,81,72,86,84,65,36,61,66,30,55,,,,
B6D3B2EBXPvAibaEXe/4RNlQlT5CuUvIFqybpIAW,MMTT2022,86,,,,,,,,,,,,,
B6D6662FXPvAibaEXe+G0GCP+fnj3tH+EaqcL+mb,KTMT06,62,62,88,96,100,89,92,81,65,,,,,
B6E01B4BXPvAibaEXe8yk/xNTBUkzkMztkUIPr0O,HTTT2019,95,100,90,100,100,100,100,,,,,,,
B6E466FDXPvAibaEXe8WxPcntbnysggA2bhrisy8,TMCL2019,95,100,100,99,100,100,87,,,,,,,
B6E8EFD1XPvAibaEXe+Mha34tPf5f+xN71GJnkr2,CNTT2020,95,86,100,69,73,,,,,,,,,
B6F70952XPvAibaEXe+tKlY40ATmdZ2JxkzGDzU7,KTPM2015,88,75,64,80,85,80,76,85,64,73,53,50,,
B7019360XPvAibaEXe+iBxMNqbc9y2ena4mpSHYh,,63,48,64,66,64,72,73,65,,,,,,
B704384EXPvAibaEXe/V63KvIWwakP4oRAIZY/x8,ATTT2017,85,95,91,90,72,94,86,83,100,66,58,,,
B706DEF3XPvAibaEXe9/3rpdfvRggjNC6gBEDcNF,TMĐT2018,90,95,100,94,81,100,100,94,,,,,,
B70E5D78XPvAibaEXe9Wx6A/o4C34OjkuGdHbR/a,,58,,,,,,,,,,,,,
B716C584XPvAibaEXe/QEoeDNKATR7/+WvY4ZE0X,PMCL2018,90,75,76,74,66,71,86,90,73,,,,,
B7184293XPvAibaEXe8oJoshMoRjxatXAdjwzc4+,HTTT04,50,50,77,77,87,87,100,72,,,,,,
B71C8732XPvAibaEXe/6muSCAeQUC8ENy+rYAiDQ,,89,69,71,70,85,59,67,88,76,70,60,65,50,
B71F3DEEXPvAibaEXe+wpuhQQTXxIrpF3IqhPeRL,MTIO2021,100,95,95,,,,,,,,,,,
B721B939XPvAibaEXe9Q2McsUcINTscwU/8uZNla,HTCL2016,79,88,78,83,85,95,100,100,86,,,,,
B721CE15XPvAibaEXe/WuJYGMdaNyLnzWcA+ZeDw,HTTT2015,77,59,64,53,81,75,76,75,62,,,,,
B7232E6EXPvAibaEXe8ndFTCadX+eH63QxbfbM0C,CNCL2019,90,75,96,86,91,100,82,,,,,,,
B72B5407XPvAibaEXe+J+IMbPBeTHKHf6NLA+0Ps,ATCL2020,87,100,91,83,91,,,,,,,,,
B72C157CXPvAibaEXe+L7yr6xo33KueePC0pTKOr,CNTT2018,85,80,77,91,86,100,100,88,,,,,,
B72EE529XPvAibaEXe+UesLWHNirz3ko+Ivs8KLk,TMĐT2021,100,88,96,,,,,,,,,,,
B72EFDE7XPvAibaEXe8C9TJxGW+oBOgkA7/XLDG/,,62,,,,,,,,,,,,,
B72FC904XPvAibaEXe+oM1KMvbbnDO/T+VJFcoqm,PMCL2019,100,85,80,92,89,56,67,,,,,,,
B732F9B3XPvAibaEXe9AQxm5x3NDAaoeS0pYmZQQ,KHMT06,58,58,82,88,85,83,71,67,59,,,,,
B7380E4AXPvAibaEXe/YiexZYoq8n1s2gydCY2+d,KHMT2016,60,64,90,90,68,68,89,84,53,58,50,50,,
B739B774XPvAibaEXe8JhJ4J3nSSl9hKIc5/mItt,CNTT2019,90,100,100,100,99,100,83,,,,,,,
B742F005XPvAibaEXe+3hDjf+K3BYYo/DWnzPahg,HTTT2017,80,80,76,75,77,74,69,70,79,72,,,,
B743988CXPvAibaEXe/BLy1WUS+NVq+8RKQE3fi+,MMTT2016,73,100,100,95,95,90,100,100,86,63,63,88,,
B749E20EXPvAibaEXe9o/lUQXb5f/wRzwE7uTRnV,KTPM2014,60,57,25,,,,,,,,,,,
B74AC5EDXPvAibaEXe9N6c4SmCoWID4uVD/6K+l7,HTTT2022,95,,,,,,,,,,,,,
B74FC049XPvAibaEXe/rtk4wDmxi9yScKKhi1WbU,KHMT2015,89,75,66,78,85,90,76,80,78,58,58,50,,
B7514157XPvAibaEXe8gKCXg4S8TIHuz6giLfQ3H,HTCL2021,95,90,100,,,,,,,,,,,
B753FA3BXPvAibaEXe97yKczitj7gqGApxUGKXhO,PMCL2015 ,95,73,64,,,,,,,,,,,
B758F596XPvAibaEXe9ylQoUTvcEf7/gGXpJTyf/,CNTT2017,81,75,76,80,83,74,86,84,71,66,,,,
B75B1276XPvAibaEXe8s1xx8DWM0qgWHPxOEZBeb,,63,63,62,24,14,8,,,,,,,,
B75E7E11XPvAibaEXe/aKtNDHjDg7QYMI4Wq8/+B,TMCL2021,98,100,98,,,,,,,,,,,
B75EB250XPvAibaEXe+JOtnwEvC97gEkz4bJBr/e,ATTT2019,95,100,100,90,100,100,100,,,,,,,
B763EBBEXPvAibaEXe+tSA7t7USLJ8wXWboxiCqH,ATCL2018,95,95,81,100,91,95,100,100,,,,,,
B766509CXPvAibaEXe/J0r+JN9xEWXOqROacDTSj,MTCL2019,90,89,93,86,100,79,66,,,,,,,
B768BC44XPvAibaEXe/k16nYNlOi0WdbZ4SbELnq,MTCL2018,90,79,66,66,50,,,,,,,,,
B76A1E26XPvAibaEXe+bfJ8ccDxKBFUaRPVwpwY5,,84,,,,,,,,,,,,,
B76B8D60XPvAibaEXe9mY8oBCa38HyzppVY2Mc1u,HTTT03,66,,,,,,,,,,,,,
B76C034CXPvAibaEXe+7P4TS0/ikVaiShJPRi8D8,HTCL2016,54,61,73,73,68,68,74,76,64,64,71,68,,
B76D692EXPvAibaEXe+TioGOAQy/36h4G7k0Z3Eo,MMTT2014,66,63,10,4,,,,,,,,,,
B7798017XPvAibaEXe/YiexZYoq8n4VEM7QbMQLy,HTCL2016,56,80,89,90,90,70,84,86,67,58,64,76,,
B77C6C1DXPvAibaEXe+/zOhAOw/nM8JzScPPvxEP,,67,71,25,28,81,45,25,29,,,,,,
B77F08F7XPvAibaEXe9S4nH3wZR/8I8sZNUx0GnH,MMT04,55,55,81,67,71,71,,,,,,,,
B784AADFXPvAibaEXe+fVcdDb6HkTUfcFvMZHTvK,,60,49,59,44,37,27,50,29,25,,,,,
B788312BXPvAibaEXe8bgvkYtEodT+XTXki+wcsu,,61,,,,,,,,,,,,,
B78876A7XPvAibaEXe9w7hFRcHEZpP3KQrfd2QlO,CNCL2020,87,84,84,84,100,,,,,,,,,
B789A6F6XPvAibaEXe+NnQrnI1K9JDDZ/Zrgz1g4,TMĐT2017,74,79,76,75,91,96,100,100,71,,,,,
B793FA50XPvAibaEXe8GwHuz6BzJpByB0wYUb7AH,HTTT03,100,,,,,,,,,,,,,
B7996512XPvAibaEXe+sV6KMm2RqHu9u7AZ3TFt3,HTTT2018,100,100,100,95,100,100,100,83,75,,,,,
B79F3CF5XPvAibaEXe9Fy2hCq9OiA+tnm2XlCfJy,MTCL2017,55,80,78,80,70,70,47,71,75,71,,,,
B7A058B7XPvAibaEXe9UNv9EBaMHEKEoncBRfYA/,MMTT2021,93,90,93,,,,,,,,,,,
B7A492B3XPvAibaEXe92DIzGarcXxOgCGaWIkIG/,ATCL2020,87,84,100,100,90,,,,,,,,,
B7A4BFEBXPvAibaEXe9E+KuE/nFliZ33muV8YpEN,,63,62,90,60,88,73,68,66,76,,,,,
B7A6C92AXPvAibaEXe9yiXPLSHgqUUyWjNudV5IA,MMCL2019,86,89,83,100,87,81,72,,,,,,,
B7A790DAXPvAibaEXe8p+Buz4QuyYxWe4pXCv7Uv,TMCL2021,87,93,66,,,,,,,,,,,
B7B12F21XPvAibaEXe95ZLbYjhH5ZRmUSijUtcbq,ATTT2020,90,95,100,100,100,,,,,,,,,
B7B1C2CBXPvAibaEXe+j3SiA7vPeyBci6GJ0Xzl8,CNPM04,65,65,75,75,64,64,78,77,,,,,,
B7B92C4BXPvAibaEXe9N1zCEN2FQqG1SY+PT8Q3d,KTMT05,0,77,77,100,100,96,100,84,80,,,,,
B7BB33FEXPvAibaEXe8p96AS83uGSlwLhZ7VCNhi,PMCL2021,89,100,74,,,,,,,,,,,
B7C2007CXPvAibaEXe9OEzZOWq/0ASeCMBMAWAPQ,KTPM2020,93,91,100,97,91,,,,,,,,,
B7C3F6DFXPvAibaEXe8QnamsSrJTOrzrcWF9YGR7,,69,,,,,,,,,,,,,
B7C41EBEXPvAibaEXe+BHZkA9XgGXTrDrXbwesL+,,75,51,83,34,18,4,,,,,,,,
B7C43CE4XPvAibaEXe+aSLBxO6xKaH4uMxBI6uB5,CNCL2021,100,88,96,,,,,,,,,,,
B7CBBB20XPvAibaEXe9Zp44TyFcBSE1OIknMMKnV,PMCL2019,100,100,84,74,97,86,73,,,,,,,
B7CCF180XPvAibaEXe+Kq/D5TJTXc0Rvtl47gAWZ,KTPM2021,94,86,90,,,,,,,,,,,
B7D05919XPvAibaEXe887JOjhk2RV+0WaRF2OXZd,MMTT2014,66,70,83,73,72,66,90,75,65,70,50,50,53,
B7D178A6XPvAibaEXe+IVHw2W4Uqaofy1pHMZD/0,TMCL2019,90,78,70,81,89,77,78,,,,,,,
B7D6159AXPvAibaEXe8nYvkgDOiKLW5McjlPmAMe,CNPM04,70,70,83,75,83,86,,,,,,,,
B7E189C5XPvAibaEXe/SqPunOb7eNEjhhL/V/ND3,CNPM03,61,,,,,,,,,,,,,
B7F38A0AXPvAibaEXe+tsOVF0knUhyI8LLKkPh4G,CNPM04,50,50,70,70,64,64,64,67,,,,,,
B7FE1C7EXPvAibaEXe/KMtCr6bHauh1ucbZwVKUE,HTTT2014,73,83,85,80,67,86,81,85,68,80,70,,,
B8017932XPvAibaEXe/j7U1wtp2b2YsjtHV6DvB+,KHMT2015,73,68,64,73,80,80,68,65,47,,,,,
B801DA1EXPvAibaEXe+uerJTeDQlATD4VTBdKWvZ,CNPM05,0,81,81,99,99,90,77,87,77,,,,,
B81334A3XPvAibaEXe/4RNlQlT5CuXetu3OMjJRG,CNTT2022,100,,,,,,,,,,,,,
B81B9C7AXPvAibaEXe8IGiiWauHvTDIPhp0zklS3,KTMT2017,53,,,,,,,,,,,,,
B81F4146XPvAibaEXe9CiwDSc+ui0vH/7WZ1th2x,AEP02,0,0,0,,,,,,,,,,,
B8204A58XPvAibaEXe/d4nFnIhFaQtp/+y0BKQUB,KTPM2015,54,52,49,84,71,63,68,63,67,58,50,,,
B8236771XPvAibaEXe/Sg8NB1T9vI/2o+3h+Ty28,MMTT2022,87,,,,,,,,,,,,,
B824ED20XPvAibaEXe/nz1O3r9G+bmDvMjYD0aE3,,75,,,,,,,,,,,,,
B8270487XPvAibaEXe9j1fI1hRMZJrpETR49dOYA,,67,44,17,50,79,85,72,73,25,63,,,,
B827CB6AXPvAibaEXe/dMvqGUzyBHPKOktWi9GQz,KHMT2014,67,56,76,80,62,68,85,95,65,80,,,,
B82E9826XPvAibaEXe/CCXDRCPWe68hjUGs/MkJi,CNPM06,99,99,88,100,83,83,82,77,57,,,,,
B830AFBAXPvAibaEXe9gkNN06c3nLWKAddcw3C+s,KHMT2020,78,72,84,72,71,,,,,,,,,
B8314D0BXPvAibaEXe+NDo030EtOPF++vaQf48Xy,ATTT2020,90,78,83,48,48,,,,,,,,,
B836F91BXPvAibaEXe+GapkXz3RH2My4N6PSbXEr,ATTT2018,100,80,93,90,96,100,87,86,88,,,,,
B83C3764XPvAibaEXe8R2Rbk2WiF3FQ5Fnn49JK3,MMCL2020,88,73,91,86,78,,,,,,,,,
B8427518XPvAibaEXe+oyidU8JSYN4XqoJyswQhY,MMTT2022,95,,,,,,,,,,,,,
B8467AA7XPvAibaEXe8J1cEUcgbYocBim+pO5Wqy,PMCL2020,100,100,100,100,100,,,,,,,,,
B84707AFXPvAibaEXe9/3rpdfvRggtQjLz+Qzjci,ATTT2018,90,85,100,90,100,100,99,64,,,,,,
B84DFE19XPvAibaEXe/t9ok6w7D83bDzYmL3jFJd,ATTT2017,73,73,76,80,66,77,66,71,58,53,58,,,
B850059EXPvAibaEXe+mHx0IQExG1EOY7+Z621AU,PMCL2021,100,100,92,,,,,,,,,,,
B851164AXPvAibaEXe/qZKhoIW7F1gdtbMzJm2dq,CTTT2022,81,,,,,,,,,,,,,
B851CDABXPvAibaEXe+SrLE9JUD3pL5XuU8LV/XD,HTTT2015,92,77,66,80,85,75,81,75,45,53,56,,,
B851EC7DXPvAibaEXe95W8Esr0W2IyPGHhb1ibT9,TMCL2021,100,100,100,,,,,,,,,,,
B856B496XPvAibaEXe+RHL8JvXl21CMvhcRH8mHs,TMĐT2020,100,100,100,100,90,,,,,,,,,
B85AE4CFXPvAibaEXe/FWKstHRRDnYSo4DEPmiWp,,66,82,69,81,93,64,68,65,53,63,60,,,
B874C9EDXPvAibaEXe9PvrOnhS9sXNjasQSHtx4a,,79,,,,,,,,,,,,,
B8757F70XPvAibaEXe9407zH39wVQ7TpMT7XRSCb,KHCL2020,78,69,,,,,,,,,,,,
B87902EBXPvAibaEXe9IdSrcHHsSQdlwl2kDTuyX,CNPM06,63,63,80,75,100,72,97,63,46,,,,,
B87B258FXPvAibaEXe/vmfZ7T7IlN6gRAqPhnq3z,HTTT04,50,50,75,75,52,52,59,70,,,,,,
B87BBA15XPvAibaEXe9NZxY3jdhZNefm3bV8Sx4x,,60,,,,,,,,,,,,,
B8898CF0XPvAibaEXe+cHzUfz4XujoiRu3OZ7Ro7,ATTT2020,87,90,91,88,90,,,,,,,,,
B88AB4EEXPvAibaEXe8fhyb6XQKWQUWZ7V7UNX7d,KTPM2022,95,,,,,,,,,,,,,
B88C6725XPvAibaEXe++gKjMd8C7X0Nv8S2n1eDQ,KHMT03,72,,,,,,,,,,,,,
B88E9BBCXPvAibaEXe+SgbKufUiN7LFujBZjidre,KHMT2015,79,57,64,,,,,,,,,,,
B895244CXPvAibaEXe+/EkvXK98Kbb4ZXFeWdxq3,,100,100,100,100,100,88,83,83,80,70,50,,,
B89D68F9XPvAibaEXe+0nHjb2tGOx1psizHspAX/,HTTT2019,90,81,80,81,82,77,81,,,,,,,
B8A97942XPvAibaEXe+mTMtVaiWEZE+lrTCPbDYq,,25,,,,,,,,,,,,,
B8ACFC44XPvAibaEXe9gkY4mZy1X6493CRenPDZ5,HTTT04,65,65,77,77,48,48,73,57,,,,,,
B8B283D5XPvAibaEXe/YKAlYnC3m91sqM4cV+tQd,,79,70,66,83,69,72,64,70,70,,,,,
B8BC4537XPvAibaEXe9usUd9iNN9jIsn0Ha/avr1,MMCL2019,100,81,75,81,100,62,79,,,,,,,
B8BFE7F3XPvAibaEXe9uUBIVSoy8isD/RlaWXNtR,MMT06,61,61,55,58,20,,,,,,,,,
B8CE08BEXPvAibaEXe9syTSxuDl8vqzZ5cbqOZDO,MMTT2021,100,90,90,,,,,,,,,,,
B8CFCA81XPvAibaEXe/0QBBBy50wajBLnCodUg2y,ATCL2021,100,100,100,,,,,,,,,,,
B8D071BFXPvAibaEXe+G0GCP+fnj3jD41O5LYO0q,MMT06,63,63,99,94,91,91,80,75,54,,,,,
B8D59D03XPvAibaEXe8OoVdFXTFXCjONZg3hRk1C,KHDL2022,93,,,,,,,,,,,,,
B8DA3A1FXPvAibaEXe+kERJkYCVZqkYuVZDICsM5,CNNB2022,73,,,,,,,,,,,,,
B8DA87C4XPvAibaEXe+QrwS/gm46TUkgqtuiNSdT,MMCL2019,78,62,66,79,93,83,98,,,,,,,
